poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,office_type,house_district,senate_class,special,candidateid_0,answer_0,pct_0,candidateid_1,answer_1,pct_1,candidateid_2,answer_2,pct_2,candidateid_3,answer_3,pct_3,candidateid_4,answer_4,pct_4,candidateid_5,answer_5,pct_5,candidateid_6,answer_6,pct_6,candidateid_7,answer_7,pct_7,candidateid_8,answer_8,pct_8,candidateid_9,answer_9,pct_9,candidateid_10,answer_10,pct_10,candidateid_11,answer_11,pct_11,candidateid_12,answer_12,pct_12,candidateid_13,answer_13,pct_13,candidateid_14,answer_14,pct_14,candidateid_15,answer_15,pct_15,candidateid_16,answer_16,pct_16,candidateid_17,answer_17,pct_17,candidateid_18,answer_18,pct_18,candidateid_19,answer_19,pct_19,candidateid_20,answer_20,pct_20,candidateid_21,answer_21,pct_21,candidateid_22,answer_22,pct_22,candidateid_23,answer_23,pct_23,candidateid_24,answer_24,pct_24
81164,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online,,10/18/22,10/19/22,,"",,163755,1000,rv,,rv,,10/21/22 09:16,"",https://emersoncollegepolling.com/national-poll-biden-approval-drops-as-republicans-congressional-control-chances-improve/,"",false,,8990,U.S. House,,,false,16625,DEM,40.7,16626,REP,45.6,,Undecided,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81180,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online,,10/17/22,10/19/22,,"",,163815,1000,a,,a,,10/21/22 12:27,"",https://polsci.umass.edu/toplines-and-crosstabs-oct-2022-pre-midterm-elections-national-poll,"",false,,8990,U.S. House,,,false,16625,DEM,43.0,16626,REP,40.0,,Undecided,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81113,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,10/17/22,10/18/22,,"",,163578,1002,a,,a,,10/19/22 11:44,"",https://www.ipsos.com/en-us/news-polls/Ipsos-core-political-survey-presidential-approval-tracker-10192022,"",false,,8990,U.S. House,,,false,16625,DEM,36.0,16626,REP,35.0,,Undecided,15.0,,Other,4.0,,Will not vote,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81127,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/16/22,10/18/22,,"",,163582,1110,lv,,lv,,10/19/22 13:39,"",https://docs.cdn.yougov.com/3vmufv6ya9/econTabReport.pdf,"",false,,8990,U.S. House,,,false,16625,DEM,46.0,16626,REP,47.0,,Undecided,6.0,,Other,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81176,399,Rasmussen (Pulse Opinion Research),1744,Miranda Devine's LAPTOP FROM HELL,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR/Online,,10/16/22,10/20/22,,"",,163811,2500,lv,,lv,,10/21/22 11:04,"",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_oct21,"",false,,8990,U.S. House,,,false,16625,DEM,43.0,16626,REP,47.0,,Undecided,7.0,,Other,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81127,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/16/22,10/18/22,,"",,163581,1345,rv,,rv,,10/19/22 13:39,"",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention,"",false,,8990,U.S. House,,,false,16625,DEM,45.0,16626,REP,44.0,,Undecided,8.0,,Other,1.0,,Will not vote,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81199,1292,Hart Research Associates/Public Opinion Strategies,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,NBC News/The Wall Street Journal,B+,Live Phone,,10/14/22,10/18/22,,"",,163866,797,lv,,lv,,10/23/22 11:04,"",https://www.nbcnews.com/meet-the-press/first-read/anger-minds-nbc-news-poll-finds-sky-high-interest-polarization-ahead-m-rcna53512,"",false,,8990,U.S. House,,,false,16625,DEM,47.0,16626,REP,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81199,1292,Hart Research Associates/Public Opinion Strategies,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,NBC News/The Wall Street Journal,B+,Live Phone,,10/14/22,10/18/22,,"",,163865,1000,rv,,rv,,10/23/22 11:04,"",https://www.nbcnews.com/meet-the-press/first-read/anger-minds-nbc-news-poll-finds-sky-high-interest-polarization-ahead-m-rcna53512,"",false,,8990,U.S. House,,,false,16625,DEM,47.0,16626,REP,46.0,,Undecided,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81120,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,10/14/22,10/16/22,,"",,163562,2005,rv,,rv,,10/19/22 09:28,"",https://www.politico.com/f/?id=00000183-ee9a-d578-a59f-febf3a950000,"",false,,8990,U.S. House,,,false,16625,DEM,45.0,16626,REP,44.0,,Undecided,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81105,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,10/14/22,10/16/22,,"",,163478,8000,lv,,lv,TRUE,10/18/22 09:30,"",https://morningconsult.com/2022-midterm-elections-tracker/,"",false,,8990,U.S. House,,,false,16625,DEM,48.0,16626,REP,45.0,,Undecided,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81150,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,,10/13/22,10/17/22,,"",,163710,808,a,,a,,10/20/22 11:07,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_102022/,"",false,,8990,U.S. House,,,false,16625,DEM,45.0,16626,REP,49.0,,Undecided,1.0,,Does not matter,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
