poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,office_type,house_district,senate_class,special,candidateid_0,answer_0,pct_0,candidateid_1,answer_1,pct_1,candidateid_2,answer_2,pct_2,candidateid_3,answer_3,pct_3,candidateid_4,answer_4,pct_4,candidateid_5,answer_5,pct_5,candidateid_6,answer_6,pct_6,candidateid_7,answer_7,pct_7,candidateid_8,answer_8,pct_8,candidateid_9,answer_9,pct_9,candidateid_10,answer_10,pct_10,candidateid_11,answer_11,pct_11,candidateid_12,answer_12,pct_12,candidateid_13,answer_13,pct_13,candidateid_14,answer_14,pct_14,candidateid_15,answer_15,pct_15,candidateid_16,answer_16,pct_16,candidateid_17,answer_17,pct_17,candidateid_18,answer_18,pct_18,candidateid_19,answer_19,pct_19,candidateid_20,answer_20,pct_20,candidateid_21,answer_21,pct_21,candidateid_22,answer_22,pct_22,candidateid_23,answer_23,pct_23,candidateid_24,answer_24,pct_24
36302,399,Rasmussen (Pulse Opinion Research),"","",Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR,,11/3/14,11/9/14,,"",,49288,3500,lv,,lv,TRUE,2/11/16 04:22,"",http://www.rasmussenreports.com/public_content/archive/mood_of_america_archive/generic_congressional_ballot/november_2014/generic_congressional_ballot_republicans_42_democrats_41,RCP,false,,8271,U.S. House,,,false,9974,REP,42.0,9973,DEM,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36139,1292,Hart Research Associates/Public Opinion Strategies,"132,276",NBC News | Wall Street Journal,Hart Research Associates/Public Opinion Strategies,221,NBC News/The Wall Street Journal,B+,Live Phone,,10/30/14,11/1/14,,"",,49287,826,lv,,lv,,2/11/16 04:22,"",http://online.wsj.com/public/resources/documents/WSJNBCpoll11022014.pdf,RCP,false,,8271,U.S. House,,,false,9974,REP,48.0,9973,DEM,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36138,568,YouGov,469,Huffington Post,YouGov,391,YouGov,B+,Online,,10/28/14,10/30/14,,"",,49089,802,lv,,lv,,2/11/16 03:52,"",https://today.yougov.com/news/2014/10/31/poll-results-elections-ii/,Huffpost,false,,8271,U.S. House,,,false,9973,DEM,42.0,9974,REP,46.0,,Not Voting,1.0,,Other,3.0,,Undecided,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36301,399,Rasmussen (Pulse Opinion Research),"","",Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR,,10/27/14,11/2/14,,"",,49286,3500,lv,,lv,TRUE,2/11/16 04:22,"",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,RCP,false,,8271,U.S. House,,,false,9974,REP,44.0,9973,DEM,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36137,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,,10/25/14,10/27/14,,"",,49088,734,lv,,lv,,2/11/16 03:52,"",http://www.foxnews.com/politics/interactive/2014/10/28/fox-news-poll-voters-lack-confidence-in-obama-ebola-czar/,Huffpost|RCP,false,,8271,U.S. House,,,false,9973,DEM,45.0,9974,REP,44.0,,Other,4.0,,Undecided,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36141,100,Opinion Research Corporation,143,CNN,Opinion Research Corporation,37,Big Village/Opinion Research Corporation,B,Live Phone,,10/24/14,10/26/14,,"",,49092,540,lv,,lv,,2/11/16 03:52,"",http://i2.cdn.turner.com/cnn/2014/images/10/27/10274pm.poll.pdf,Huffpost|RCP,false,,8271,U.S. House,,,false,9973,DEM,47.0,9974,REP,46.0,,Don't plan to vote,0.0,,Neither/Other,4.0,,Undecided,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36136,390,PSRAI,135,USA Today,PSRAI,258,Princeton Survey Research Associates International,A/B,Live Phone,,10/23/14,10/26/14,,"",,49087,697,lv,,lv,,2/11/16 03:52,"",http://www.usatoday.com/story/news/politics/elections/2014/10/30/usa-today-poll-high-anxiety-low-expectations/18118403/,Huffpost|RCP,false,,8271,U.S. House,,,false,9973,DEM,43.0,9974,REP,42.0,,Other,3.0,,Undecided,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36100,79,CBS News,"","",CBS News,36,CBS News/The New York Times,A-,Live Phone,,10/23/14,10/27/14,,"",,49044,624,lv,,lv,,2/11/16 03:51,"",http://www.realclearpolitics.com/docs/2014/CBS_102914.pdf,Huffpost|RCP,false,,8271,U.S. House,,,false,9973,DEM,42.0,9974,REP,50.0,,Depends,2.0,,Not Voting,1.0,,Other,2.0,,Undecided,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34918,1704,ABC/Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,Live Phone,,10/23/14,10/26/14,,"",,49045,758,lv,,lv,,2/11/16 03:51,"",http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/10/28/National-Politics/Polling/question_15011.xml,Huffpost|RCP,false,,8271,U.S. House,,,false,9973,DEM,44.0,9974,REP,50.0,,Neither,1.0,,Other,1.0,,Undecided,4.0,,Would not vote,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66666,552,Winston,1313,New Models,The Winston Group,385,The Winston Group,A/B,Live Phone,,10/23/14,10/24/14,,"",,124324,1000,rv,,rv,,5/29/20 16:59,"",https://www.winningtheissues.org/wp-content/uploads/2016/05/October-2014-New-Models-aggs-v3-web-copy.pdf,538,false,REP,8271,U.S. House,,,false,9973,DEM,47.0,9974,REP,46.0,,Undecided,4.0,,DK/Refused,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
