poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,office_type,house_district,senate_class,special,candidateid_0,answer_0,pct_0,candidateid_1,answer_1,pct_1,candidateid_2,answer_2,pct_2,candidateid_3,answer_3,pct_3,candidateid_4,answer_4,pct_4,candidateid_5,answer_5,pct_5,candidateid_6,answer_6,pct_6,candidateid_7,answer_7,pct_7,candidateid_8,answer_8,pct_8,candidateid_9,answer_9,pct_9,candidateid_10,answer_10,pct_10,candidateid_11,answer_11,pct_11,candidateid_12,answer_12,pct_12,candidateid_13,answer_13,pct_13,candidateid_14,answer_14,pct_14,candidateid_15,answer_15,pct_15,candidateid_16,answer_16,pct_16,candidateid_17,answer_17,pct_17,candidateid_18,answer_18,pct_18,candidateid_19,answer_19,pct_19,candidateid_20,answer_20,pct_20,candidateid_21,answer_21,pct_21,candidateid_22,answer_22,pct_22,candidateid_23,answer_23,pct_23,candidateid_24,answer_24,pct_24
63872,771,JZ Analytics,"","",Zogby Interactive/JZ Analytics,395,Zogby Interactive/JZ Analytics,B-,Online,,10/30/10,11/1/10,,"",,117601,2056,,,,,2/14/20 10:38,aka Zogby Interactive/JZ Analytics; dates approximate - Nate's polls,,538,false,,8657,U.S. House,,,false,13740,DEM,45.0,13741,REP,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,1292,Hart Research Associates/Public Opinion Strategies,"132,276",NBC News | Wall Street Journal,Hart Research Associates/Public Opinion Strategies,221,NBC News/The Wall Street Journal,B+,Live Phone,,10/28/10,10/30/10,,"",,117573,748,,,,,2/14/20 10:29,dates approximate - Nate's polls,,538,false,,8657,U.S. House,,,false,13740,DEM,46.0,13741,REP,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27375,169,Gallup,135,USA Today,Gallup,112,Gallup,B+,Live Phone,,10/28/10,10/31/10,,"",,32653,,"",,"",,9/18/12 17:50,"",,538-old,false,,8657,U.S. House,,,false,13740,DEM,40.0,13741,REP,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,568,YouGov,"","",YouGov,391,YouGov,B+,Online,,10/28/10,11/1/10,,"",,117596,1634,,,,,2/14/20 10:37,dates approximate - Nate's polls,,538,false,,8657,U.S. House,,,false,13740,DEM,45.0,13741,REP,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27375,169,Gallup,135,USA Today,Gallup,112,Gallup,B+,Live Phone,,10/28/10,10/31/10,,"",,117332,1539,"",,"",,2/13/20 14:59,"",,538,false,,8657,U.S. House,,,false,13740,DEM,41.0,13741,REP,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,10/28/10,10/31/10,,"",,32654,,,,,,9/18/12 17:50,"",,538-old,false,,8657,U.S. House,,,false,13740,DEM,44.0,13741,REP,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27379,370,Pew,"","",Pew Research Center,253,Pew Research Center,B/C,Live Phone,,10/27/10,10/30/10,,"",,32657,,,,,,9/18/12 17:50,"",,538-old,false,,8657,U.S. House,,,false,13740,DEM,42.0,13741,REP,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27378,100,Opinion Research Corporation,143,CNN,Opinion Research Corporation,37,Big Village/Opinion Research Corporation,B,Live Phone,,10/27/10,10/30/10,,"",,32656,,,,,,9/18/12 17:50,"",http://i2.cdn.turner.com/cnn/2010/images/10/30/rel15a.pdf,538-old,false,,8657,U.S. House,,,false,13740,DEM,42.0,13741,REP,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28731,357,Opinion Dynamics,149,FOX News,Fox News/Opinion Dynamics Corp.,104,Fox News/Opinion Dynamics Corp.,A/B,Live Phone,,10/26/10,10/28/10,,"",,32658,,,,,,9/18/12 17:50,"",http://www.foxnews.com/projects/pdf/102910_election_web.pdf,538-old,false,,8657,U.S. House,,,false,13740,DEM,37.0,13741,REP,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27381,1704,ABC/Washington Post,"","",ABC News/The Washington Post,3,ABC News/The Washington Post,A+,Live Phone,,10/25/10,10/28/10,,"",,32659,,,,,,9/18/12 17:50,"",,538-old,false,,8657,U.S. House,,,false,13740,DEM,45.0,13741,REP,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
