poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,office_type,house_district,senate_class,special,candidateid_0,answer_0,pct_0,candidateid_1,answer_1,pct_1,candidateid_2,answer_2,pct_2,candidateid_3,answer_3,pct_3,candidateid_4,answer_4,pct_4,candidateid_5,answer_5,pct_5,candidateid_6,answer_6,pct_6,candidateid_7,answer_7,pct_7,candidateid_8,answer_8,pct_8,candidateid_9,answer_9,pct_9,candidateid_10,answer_10,pct_10,candidateid_11,answer_11,pct_11,candidateid_12,answer_12,pct_12,candidateid_13,answer_13,pct_13,candidateid_14,answer_14,pct_14,candidateid_15,answer_15,pct_15,candidateid_16,answer_16,pct_16,candidateid_17,answer_17,pct_17,candidateid_18,answer_18,pct_18,candidateid_19,answer_19,pct_19,candidateid_20,answer_20,pct_20,candidateid_21,answer_21,pct_21,candidateid_22,answer_22,pct_22,candidateid_23,answer_23,pct_23,candidateid_24,answer_24,pct_24
51764,542,We Ask America,"","",We Ask America,376,We Ask America,B-,IVR,Illinois,10/31/10,10/31/10,,"",,81852,1103,lv,,lv,,4/16/18 17:25,"",weaskamerica.com/2010/11/01/as-goes-illinois/,538,false,,4605,U.S. House,17,,false,10790,Philip G. Hare,43.7,10789,Robert Schilling,51.7,16431,Roger K. Davis,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51764,542,We Ask America,"","",We Ask America,376,We Ask America,B-,IVR,Illinois,10/31/10,10/31/10,,"",,81845,784,lv,,lv,,4/16/18 17:23,"",weaskamerica.com/2010/11/01/as-goes-illinois/,538,false,,4602,U.S. House,14,,false,10788,Bill Foster,45.3,10787,Randy Hultgren,50.3,16430,Daniel J. Kairis,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51764,542,We Ask America,"","",We Ask America,376,We Ask America,B-,IVR,Illinois,10/31/10,10/31/10,,"",,81834,829,lv,,lv,,4/16/18 17:09,"",weaskamerica.com/2010/11/01/as-goes-illinois/,538,false,,4599,U.S. House,11,,false,10783,Deborah Halvorson,45.0,10782,Adam Kinzinger,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51764,542,We Ask America,"","",We Ask America,376,We Ask America,B-,IVR,Illinois,10/31/10,10/31/10,,"",,81827,861,lv,,lv,,4/16/18 17:08,"",weaskamerica.com/2010/11/01/as-goes-illinois/,538,false,,4598,U.S. House,10,,false,10781,Daniel J. Seals,46.0,10780,Robert Dold,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51764,542,We Ask America,"","",We Ask America,376,We Ask America,B-,IVR,Illinois,10/31/10,10/31/10,,"",,81823,773,lv,,lv,,4/16/18 17:05,"",weaskamerica.com/2010/11/01/as-goes-illinois/,538,false,,4596,U.S. House,8,,false,10777,Melissa Bean,45.7,10776,Joe Walsh,48.7,16429,William C. Scheurer,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52126,379,POS,"","",Public Opinion Strategies,260,Public Opinion Strategies,A-,Live Phone,Virginia,10/30/10,10/30/10,10998,Robert Hurt,REP,82283,400,lv,,lv,,4/16/18 20:32,"",blog.pos.org/documents/va_cd_5_oct_30_memo.pdf,538,true,REP,4868,U.S. House,5,,false,10999,Tom S. Perriello,42.0,10998,Robert Hurt,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51733,262,Landmark Communications,"","",Landmark Communications,166,Landmark Communications,A,IVR,Georgia,10/28/10,10/28/10,,"",,81781,914,lv,,lv,,4/16/18 16:57,"",landmarkcommunications.net/wp-content/uploads/2010/10/Questionnaire_cong_2.pdf,538,false,,4573,U.S. House,2,,false,10756,Sanford Bishop,46.0,10757,Mike Keown,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51759,190,Greg Smith,"","",Greg Smith & Associates,128,Greg Smith & Associates,B/C,Live Phone,Idaho,10/28/10,10/30/10,,"",,81813,400,lv,,lv,,4/16/18 17:02,"",blogs.cqpolitics.com/eyeon2010/2010/10/poll-walt-minnick-leads-but-vo.html,538,false,,4587,U.S. House,1,,false,10772,Walt Minnick,48.0,10773,Raúl R. Labrador,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64378,470,TCJ Research,"","",TCJ Research,327,TCJ Research,F,IVR,South Dakota,10/28/10,10/30/10,,"",,118430,1000,,,,,2/19/20 08:53,dates approximate - Nate's polls,,538,false,,4818,U.S. House,1,,false,10975,Stephanie Herseth Sandlin,46.0,10976,Kristi Noem,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64379,470,TCJ Research,"","",TCJ Research,327,TCJ Research,F,IVR,Virginia,10/28/10,10/30/10,,"",,118431,1000,,,,,2/19/20 08:53,dates approximate - Nate's polls,,538,false,,4868,U.S. House,5,,false,10999,Tom S. Perriello,45.0,10998,Robert Hurt,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
